oui,wifiChipManufacturer,estimatedDeviceCategory
0019FB,BSkyB Ltd,Non-mobile device
0CF9C0,BSkyB Ltd,Non-mobile device
001BA9,"Brother industries, LTD.",Non-mobile device
0011B6,Open Systems International,Non-mobile device
E03E44,Broadcom,Non-mobile device
D40129,Broadcom,Non-mobile device
FCB698,"Cambridge Industries(Group) Co.,Ltd.",Non-mobile device
00E03A,"Cabletron Systems, Inc.",Non-mobile device
000117,Canal +,Non-mobile device
0019C7,"Cambridge Industries(Group) Co.,Ltd.",Non-mobile device
006DFB,Vutrix Technologies Ltd,Non-mobile device
C81073,"CENTURY OPTICOMM CO.,LTD",Non-mobile device
744AA4,zte corporation,Mobile phone
9CD35B,"Samsung Electronics Co.,Ltd",Mobile phone
60AF6D,"Samsung Electronics Co.,Ltd",Mobile phone
B85A73,"Samsung Electronics Co.,Ltd",Mobile phone
103047,"Samsung Electronics Co.,Ltd",Mobile phone
109266,"Samsung Electronics Co.,Ltd",Mobile phone
B047BF,"Samsung Electronics Co.,Ltd",Mobile phone
7C0BC6,"Samsung Electronics Co.,Ltd",Mobile phone
804E81,"Samsung Electronics Co.,Ltd",Mobile phone
244B81,"Samsung Electronics Co.,Ltd",Mobile phone
50A4C8,"Samsung Electronics Co.,Ltd",Mobile phone
8425DB,"Samsung Electronics Co.,Ltd",Mobile phone
D8C4E9,"Samsung Electronics Co.,Ltd",Mobile phone
50C8E5,"Samsung Electronics Co.,Ltd",Mobile phone
446D6C,"Samsung Electronics Co.,Ltd",Mobile phone
38D40B,"Samsung Electronics Co.,Ltd",Mobile phone
647791,"Samsung Electronics Co.,Ltd",Mobile phone
781FDB,"Samsung Electronics Co.,Ltd",Mobile phone
08FC88,"Samsung Electronics Co.,Ltd",Mobile phone
30C7AE,"Samsung Electronics Co.,Ltd",Mobile phone
18227E,"Samsung Electronics Co.,Ltd",Mobile phone
00F46F,"Samsung Electronics Co.,Ltd",Mobile phone
9CE6E7,"Samsung Electronics Co.,Ltd",Mobile phone
0090A2,CyberTAN Technology Inc.,Non-mobile device
0030DA,Comtrend Corporation,Non-mobile device
64680C,Comtrend Corporation,Non-mobile device
00CF1C,Communication Machinery Corporation,Non-mobile device
0090F5,CLEVO CO.,Non-mobile device
0030FF,DataFab Systems Inc.,Non-mobile device
E498D1,Microsoft Mobile Oy,Mobile phone
A8A089,Tactical Communications,Non-mobile device
48365F,Wintecronics Ltd.,Non-mobile device
005A39,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",Non-mobile device
5CC6D0,"Skyworth Digital Technology(Shenzhen) Co.,Ltd",Non-mobile device
080581,"Roku, Inc.",Non-mobile device
B0A737,"Roku, Inc.",Non-mobile device
B83E59,"Roku, Inc.",Non-mobile device
DC3A5E,"Roku, Inc.",Non-mobile device
0014A5,"Gemtek Technology Co., Ltd.",Non-mobile device
001742,FUJITSU LIMITED,Non-mobile device
2C10C1,"Nintendo Co., Ltd.",Non-mobile device
CCFB65,"Nintendo Co., Ltd.",Non-mobile device
40D28A,"Nintendo Co., Ltd.",Non-mobile device
7CBB8A,"Nintendo Co., Ltd.",Non-mobile device
00224C,"Nintendo Co., Ltd.",Non-mobile device
0023CC,"Nintendo Co., Ltd.",Non-mobile device
002444,"Nintendo Co., Ltd.",Non-mobile device
E0E751,"Nintendo Co., Ltd.",Non-mobile device
0017AB,"Nintendo Co., Ltd.",Non-mobile device
001BEA,"Nintendo Co., Ltd.",Non-mobile device
0015DE,Nokia Danmark A/S,Mobile phone
001370,Nokia Danmark A/S,Mobile phone
00247C,Nokia Danmark A/S,Mobile phone
0023B4,Nokia Danmark A/S,Mobile phone
0021AB,Nokia Danmark A/S,Mobile phone
001FDF,Nokia Danmark A/S,Mobile phone
00194F,Nokia Danmark A/S,Mobile phone
00188D,Nokia Danmark A/S,Mobile phone
00180F,Nokia Danmark A/S,Mobile phone
547975,Nokia Corporation,Mobile phone
2CCC15,Nokia Corporation,Mobile phone
00BD3A,Nokia Corporation,Mobile phone
0026CC,Nokia Danmark A/S,Mobile phone
00164E,Nokia Danmark A/S,Mobile phone
0016BC,Nokia Danmark A/S,Mobile phone
001ADC,Nokia Danmark A/S,Mobile phone
002668,Nokia Danmark A/S,Mobile phone
001F5C,Nokia Danmark A/S,Mobile phone
001F00,Nokia Danmark A/S,Mobile phone
001E3B,Nokia Danmark A/S,Mobile phone
A04E04,Nokia Corporation,Mobile phone
240B0A,Palo Alto Networks,Non-mobile device
C4E510,"Mechatro, Inc.",Non-mobile device
74C330,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",Non-mobile device
403F8C,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
14C3C2,K.A. Schmersal GmbH & Co. KG,Non-mobile device
10785B,"Actiontec Electronics, Inc",Non-mobile device
88A084,Formation Data Systems,Non-mobile device
0025DC,"Sumitomo Electric Industries,Ltd",Non-mobile device
001CFC,"Sumitomo Electric Industries,Ltd",Non-mobile device
8CC661,"Current, powered by GE",Non-mobile device
009050,Teleste Corporation,Non-mobile device
BC44B0,Elastifile,Non-mobile device
7864E6,Green Motive Technology Limited,Non-mobile device
0080B8,"DMG MORI B.U.G. CO., LTD.",Non-mobile device
40B688,LEGIC Identsystems AG,Non-mobile device
A09D91,SoundBridge,Non-mobile device
30785C,Partow Tamas Novin (Parman),Non-mobile device
441102,EDMI  Europe Ltd,Non-mobile device
0026F7,Nivetti Systems Pvt. Ltd.,Non-mobile device
24C3F9,Securitas Direct AB,Non-mobile device
DC4D23,MRV Comunications,Non-mobile device
085BDA,CliniCare LTD,Non-mobile device
0C5A9E,Wi-SUN Alliance,Non-mobile device
00C164,"Cisco Systems, Inc",Non-mobile device
98E7F5,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
24BCF8,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
10D0AB,zte corporation,Mobile phone
202DF8,Digital Media Cartridge Ltd.,Non-mobile device
042DB4,"First Property (Beijing) Co., Ltd Modern MOMA Branch",Non-mobile device
008A96,"Cisco Systems, Inc",Non-mobile device
007888,"Cisco Systems, Inc",Non-mobile device
98DED0,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
30FC68,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
5CCA1A,Microsoft Mobile Oy,Mobile phone
000594,HMS Industrial Networks,Non-mobile device
000AC2,"Wuhan FiberHome Digital Technology Co.,Ltd.",Non-mobile device
D4F207,"DIAODIAO(Beijing)Technology CO.,Ltd",Non-mobile device
FCF8B7,TRONTEQ Electronic,Non-mobile device
D4883F,"HDPRO CO., LTD.",Non-mobile device
001BF3,TRANSRADIO SenderSysteme Berlin AG,Non-mobile device
E0071B,Hewlett Packard Enterprise,Non-mobile device
A86AC1,"HanbitEDS Co., Ltd.",Non-mobile device
88B1E1," Mojo Networks, Inc.",Non-mobile device
74DFBF,Liteon Technology Corporation,Non-mobile device
FC3F7C,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
608334,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
84AD58,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
746FF7,Wistron Neweb Corporation,Non-mobile device
B01BD2,Le Shi Zhi Xin Electronic Technology (Tianjin) Limited,Non-mobile device
74852A,PEGATRON CORPORATION,Non-mobile device
386077,PEGATRON CORPORATION,Non-mobile device
60B4F7,Plume Design Inc,Non-mobile device
A4D8CA,HONG KONG WATER WORLD TECHNOLOGY CO. LIMITED,Non-mobile device
00109B,Emulex Corporation,Non-mobile device
00E0D5,Emulex Corporation,Non-mobile device
001035,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
ECA86B,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
4487FC,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
002197,"Elitegroup Computer Systems Co.,Ltd.",Non-mobile device
649968,Elentec,Non-mobile device
00208F,ECI Telecom Ltd.,Non-mobile device
9CDF03,Harman/Becker Automotive Systems GmbH,Non-mobile device
94885E,"Surfilter Network Technology Co., Ltd. ",Non-mobile device
002378,GN Netcom A/S,Non-mobile device
002088,GLOBAL VILLAGE COMMUNICATION,Non-mobile device
90C7D8,zte corporation,Mobile phone
BC6A44,Commend International GmbH,Non-mobile device
0020F2,Oracle Corporation ,Non-mobile device
00015D,Oracle Corporation ,Non-mobile device
943BB1,"Kaonmedia CO., LTD.",Non-mobile device
146308,JABIL CIRCUIT (SHANGHAI) LTD.,Non-mobile device
08000D,"International Computers, Ltd",Non-mobile device
00D0A2,INTEGRATED DEVICE,Non-mobile device
0060B1,"Input/Output, Inc.",Non-mobile device
00177D,IDT Technology Limited,Non-mobile device
288A1C,Juniper Networks,Non-mobile device
100E7E,Juniper Networks,Non-mobile device
84B59C,Juniper Networks,Non-mobile device
544B8C,Juniper Networks,Non-mobile device
541E56,Juniper Networks,Non-mobile device
64649B,Juniper Networks,Non-mobile device
2C6BF5,Juniper Networks,Non-mobile device
002283,Juniper Networks,Non-mobile device
EC13DB,Juniper Networks,Non-mobile device
AC4BC8,Juniper Networks,Non-mobile device
B0A86E,Juniper Networks,Non-mobile device
3C94D5,Juniper Networks,Non-mobile device
F4CC55,Juniper Networks,Non-mobile device
002159,Juniper Networks,Non-mobile device
3497F6,ASUSTek COMPUTER INC.,Non-mobile device
50680A,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
D89403,Hewlett Packard Enterprise,Non-mobile device
9C8D7C,"ALPS ELECTRIC CO.,LTD.",Non-mobile device
E04F43,"Universal Global Scientific Industrial Co., Ltd.",Non-mobile device
B0E03C,TCT mobile ltd,Mobile phone
D09DAB,TCT mobile ltd,Mobile phone
94D859,TCT mobile ltd,Mobile phone
9471AC,TCT mobile ltd,Mobile phone
70BAEF,"Hangzhou H3C Technologies Co., Limited",Non-mobile device
009006,Hamamatsu Photonics K.K.,Non-mobile device
001AF4,Handreamnet,Non-mobile device
000AED,HARTING Electronics GmbH,Non-mobile device
1CCB99,TCT mobile ltd,Mobile phone
18E3BC,TCT mobile ltd,Mobile phone
289AFA,TCT mobile ltd,Mobile phone
44A42D,TCT mobile ltd,Mobile phone
A0D385,AUMA Riester GmbH & Co. KG,Non-mobile device
1414E6,"Ningbo Sanhe Digital Co.,Ltd",Non-mobile device
CC167E,"Cisco Systems, Inc",Non-mobile device
600810,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
C85B76,"LCFC(HeFei) Electronics Technology co., ltd",Non-mobile device
001AE8,Unify Software and Solutions GmbH & Co. KG,Non-mobile device
945907,"Shanghai HITE-BELDEN Network Technology Co., Ltd.",Non-mobile device
48C663,GTO Access Systems LLC,Non-mobile device
606453,"AOD Co.,Ltd.",Non-mobile device
6C98EB,"Riverbed Technology, Inc.",Non-mobile device
DC293A,"Shenzhen Nuoshi Technology Co., LTD.",Non-mobile device
40562D,Smartron India Pvt ltd,Non-mobile device
70288B,"Samsung Electronics Co.,Ltd",Mobile phone
00809F,ALE International,Non-mobile device
B0D7CC,Tridonic GmbH & Co KG,Non-mobile device
7C574E,COBI GmbH,Non-mobile device
34C0F9,Rockwell Automation,Non-mobile device
20C047,Verizon,Non-mobile device
AC0481,"Jiangsu Huaxing Electronics Co., Ltd.",Non-mobile device
FC2D5E,zte corporation,Mobile phone
E811CA,"SHANDONG KAER ELECTRIC.CO.,LTD",Non-mobile device
ECD68A,Shenzhen JMicron Intelligent Technology Developmen,Non-mobile device
08D0B7,"Qingdao Hisense Communications Co.,Ltd.",Non-mobile device
A8AD3D,"Alcatel-Lucent Shanghai Bell Co., Ltd",Mobile phone
E03005,"Alcatel-Lucent Shanghai Bell Co., Ltd",Mobile phone
2824FF,Wistron Neweb Corporation,Non-mobile device
14C1FF,"ShenZhen QianHai Comlan communication Co.,LTD",Non-mobile device
EC8EB5,Hewlett Packard,Non-mobile device
70AF6A,"SHENZHEN FENGLIAN TECHNOLOGY CO., LTD.",Non-mobile device
0026F1,ProCurve Networking by HP,Non-mobile device
B439D6,ProCurve Networking by HP,Non-mobile device
001CEF,Primax Electronics Ltd.,Non-mobile device
000276,Primax Electronics Ltd.,Non-mobile device
4849C7,"Samsung Electronics Co.,Ltd",Mobile phone
001F9A,Nortel Networks,Non-mobile device
0014C7,Nortel Networks,Non-mobile device
001540,Nortel Networks,Non-mobile device
0017D1,Nortel Networks,Non-mobile device
0015E8,Nortel Networks,Non-mobile device
001660,Nortel Networks,Non-mobile device
001BBA,Nortel Networks,Non-mobile device
205EF7,"Samsung Electronics Co.,Ltd",Mobile phone
00034B,Nortel Networks,Non-mobile device
00001B,"Novell, Inc.",Non-mobile device
00E011,UNIDEN CORPORATION,Non-mobile device
B03EB0,MICRODIA Ltd.,Non-mobile device
00126C,Visonic Technologies 1993 Ltd.,Non-mobile device
18ABF5,Ultra Electronics Electrics,Non-mobile device
304487,"Hefei Radio Communication Technology Co., Ltd ",Non-mobile device
AC6175,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
AC482D,"Ralinwi Nanjing Electronic Technology Co., Ltd.",Non-mobile device
A48269,"Datrium, Inc.",Non-mobile device
441441,AudioControl Inc.,Non-mobile device
EC24B8,Texas Instruments,Non-mobile device
68C90B,Texas Instruments,Non-mobile device
F4B85E,Texas Instruments,Non-mobile device
5C313E,Texas Instruments,Non-mobile device
A0E6F8,Texas Instruments,Non-mobile device
20C38F,Texas Instruments,Non-mobile device
D0FF50,Texas Instruments,Non-mobile device
7472B0,"Guangzhou Shiyuan Electronics Co., Ltd. ",Non-mobile device
44BFE3,"Shenzhen Longtech Electronics Co.,Ltd",Non-mobile device
689E19,Texas Instruments,Non-mobile device
985945,Texas Instruments,Non-mobile device
1CE2CC,Texas Instruments,Non-mobile device
44C15C,Texas Instruments,Non-mobile device
0017E9,Texas Instruments,Non-mobile device
0017E7,Texas Instruments,Non-mobile device
D00790,Texas Instruments,Non-mobile device
04E451,Texas Instruments,Non-mobile device
B0D5CC,Texas Instruments,Non-mobile device
5CF821,Texas Instruments,Non-mobile device
FC0F4B,Texas Instruments,Non-mobile device
3C6FEA,Panasonic India Pvt. Ltd.,Non-mobile device
A863F2,Texas Instruments,Non-mobile device
948854,Texas Instruments,Non-mobile device
001237,Texas Instruments,Non-mobile device
BC6A29,Texas Instruments,Non-mobile device
C0E422,Texas Instruments,Non-mobile device
001830,Texas Instruments,Non-mobile device
1CBA8C,Texas Instruments,Non-mobile device
58FB84,Intel Corporate,Non-mobile device
E0E7BB,"Nureva, Inc.",Non-mobile device
7CA97D,Objenious,Non-mobile device
BC8AA3,NHN Entertainment,Non-mobile device
70A84C,"MONAD., Inc.",Non-mobile device
00A289,"Cisco Systems, Inc",Non-mobile device
6C1E90,"Hansol Technics Co., Ltd.",Non-mobile device
E09DFA,Wanan Hongsheng Electronic Co.Ltd,Non-mobile device
34E71C,"Shenzhen YOUHUA Technology Co., Ltd	",Non-mobile device
182861,AirTies Wireless Networks,Non-mobile device
8841FC,AirTies Wireless Networks,Non-mobile device
182666,"Samsung Electronics Co.,Ltd",Mobile phone
C06599,"Samsung Electronics Co.,Ltd",Mobile phone
CC07AB,"Samsung Electronics Co.,Ltd",Mobile phone
E84E84,"Samsung Electronics Co.,Ltd",Mobile phone
50FC9F,"Samsung Electronics Co.,Ltd",Mobile phone
E432CB,"Samsung Electronics Co.,Ltd",Mobile phone
889B39,"Samsung Electronics Co.,Ltd",Mobile phone
BCB1F3,"Samsung Electronics Co.,Ltd",Mobile phone
38ECE4,"Samsung Electronics Co.,Ltd",Mobile phone
CCF9E8,"Samsung Electronics Co.,Ltd",Mobile phone
F0E77E,"Samsung Electronics Co.,Ltd",Mobile phone
5CE8EB,"Samsung Electronics Co.,Ltd",Mobile phone
B8D9CE,"Samsung Electronics Co.,Ltd",Mobile phone
70F927,"Samsung Electronics Co.,Ltd",Mobile phone
301966,"Samsung Electronics Co.,Ltd",Mobile phone
28BAB5,"Samsung Electronics Co.,Ltd",Mobile phone
103B59,"Samsung Electronics Co.,Ltd",Mobile phone
6CB7F4,"Samsung Electronics Co.,Ltd",Mobile phone
001EE1,"Samsung Electronics Co.,Ltd",Mobile phone
0018AF,"Samsung Electronics Co.,Ltd",Mobile phone
BC72B1,"Samsung Electronics Co.,Ltd",Mobile phone
78F7BE,"Samsung Electronics Co.,Ltd",Mobile phone
F49F54,"Samsung Electronics Co.,Ltd",Mobile phone
7C11CB,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
A4CAA0,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
00214C,"Samsung Electronics Co.,Ltd",Mobile phone
001632,"Samsung Electronics Co.,Ltd",Mobile phone
D0667B,"Samsung Electronics Co.,Ltd",Mobile phone
38AA3C,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
206432,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
002637,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
001377,"Samsung Electronics Co.,Ltd",Mobile phone
50B7C3,"Samsung Electronics Co.,Ltd",Mobile phone
8018A7,"Samsung Electronics Co.,Ltd",Mobile phone
5CA39D,"SAMSUNG ELECTRO MECHANICS CO., LTD.",Mobile phone
B88EDF,"Zencheer Communication Technology Co., Ltd.",Non-mobile device
D85DE2,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
707781,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
606DC7,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
681401,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
0071CC,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
F866D1,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
F80D43,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
002268,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
001FE1,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
002556,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
00265C,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
90CDB6,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
001E4C,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
F8DA0C,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
9034FC,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
906EBB,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
342387,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
689423,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
B8763F,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
1C3E84,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
C01885,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
785968,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
1C666D,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
CCAF78,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
904CE5,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
B01041,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
7487A9,"OCT Technology Co., Ltd.",Non-mobile device
E0286D,AVM Audiovisuelles Marketing und Computersysteme GmbH,Non-mobile device
444E1A,"Samsung Electronics Co.,Ltd",Mobile phone
E8E5D6,"Samsung Electronics Co.,Ltd",Mobile phone
5492BE,"Samsung Electronics Co.,Ltd",Mobile phone
101DC0,"Samsung Electronics Co.,Ltd",Mobile phone
0021D1,"Samsung Electronics Co.,Ltd",Mobile phone
5CA933,Luma Home,Non-mobile device
2CDD95,Taicang T&W Electronics,Non-mobile device
AC84C9,Sagemcom Broadband SAS,Non-mobile device
107223,TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO ,Non-mobile device
CCB0DA,Liteon Technology Corporation,Non-mobile device
14EDBB,2Wire Inc,Non-mobile device
44BA46,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD",Non-mobile device
B4D135,Cloudistics,Non-mobile device
085DDD,MERCURY CORPORATION,Non-mobile device
6CEC5A,"Hon Hai Precision Ind. CO.,Ltd.",Non-mobile device
5001D9,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
44C346,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
884477,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
047503,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
2C402B,Smart iBlue Technology Limited,Non-mobile device
180675,Dilax Intelcom GmbH,Non-mobile device
0C4933,"Sichuan Jiuzhou Electronic Technology Co., Ltd.",Non-mobile device
B05216,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
002926,"Applied Optoelectronics, Inc Taiwan Branch",Non-mobile device
8C2FA6,Solid Optics B.V.,Non-mobile device
B0A2E7,Shenzhen TINNO Mobile Technology Corp.,Mobile phone
BCA8A6,Intel Corporate,Non-mobile device
101331,Technicolor,Non-mobile device
38AFD7,FUJITSU LIMITED,Non-mobile device
28993A,Arista Networks,Non-mobile device
B0E892,Seiko Epson Corporation,Non-mobile device
AC1826,Seiko Epson Corporation,Non-mobile device
886639,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
D8197A,Nuheara Ltd,Non-mobile device
8CE117,zte corporation,Mobile phone
64136C,zte corporation,Mobile phone
0005CD,D&M Holdings Inc.,Non-mobile device
8C9351,Jigowatts Inc.,Non-mobile device
00248D,Sony Interactive Entertainment Inc.,Non-mobile device
54276C,Jiangsu Houge Technology Corp.,Non-mobile device
FCFFAA,IEEE Registration Authority,Non-mobile device
70B3D5,IEEE Registration Authority,Non-mobile device
40D855,IEEE Registration Authority,Non-mobile device
48DF37,Hewlett Packard Enterprise,Non-mobile device
74F8DB,IEEE Registration Authority,Non-mobile device
0CEFAF,IEEE Registration Authority,Non-mobile device
28FD80,IEEE Registration Authority,Non-mobile device
B0C5CA,IEEE Registration Authority,Non-mobile device
9802D8,IEEE Registration Authority,Non-mobile device
D07650,IEEE Registration Authority,Non-mobile device
BC6641,IEEE Registration Authority,Non-mobile device
0028F8,Intel Corporate,Non-mobile device
8416F9,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
CCD31E,IEEE Registration Authority,Non-mobile device
8C192D,IEEE Registration Authority,Non-mobile device
E81863,IEEE Registration Authority,Non-mobile device
C44BD1,"Wallys Communications  Teachnologies Co.,Ltd.",Non-mobile device
2057AF,"Shenzhen FH-NET OPTOELECTRONICS CO.,LTD",Non-mobile device
34EA34,"HangZhou Gubei Electronics Technology Co.,Ltd",Non-mobile device
CC2D8C,LG ELECTRONICS INC,Mobile phone
00116E,Peplink International Ltd.,Non-mobile device
A091C8,zte corporation,Mobile phone
002597,Kalki Communication Technologies,Non-mobile device
882BD7,ADDÃ‰NERGIE  TECHNOLOGIES,Non-mobile device
3044A1,Shanghai Nanchao Information Technology,Non-mobile device
C4F1D1,"BEIJING SOGOU TECHNOLOGY DEVELOPMENT CO., LTD.",Non-mobile device
38A28C,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",Non-mobile device
58528A,Mitsubishi Electric Corporation,Non-mobile device
509F3B,"OI ELECTRIC CO.,LTD",Non-mobile device
E4029B,Intel Corporate,Non-mobile device
6002B4,Wistron Neweb Corporation,Non-mobile device
98EECB,Wistron Infocomm (Zhongshan) Corporation,Non-mobile device
70E284,Wistron Infocomm (Zhongshan) Corporation,Non-mobile device
80EA23,Wistron Neweb Corporation,Non-mobile device
D88039,Microchip Technology Inc.,Non-mobile device
FC3D93,LONGCHEER TELECOMMUNICATION LIMITED,Non-mobile device
00409F,"Telco Systems, Inc. ",Non-mobile device
00E09E,Quantum Corporation,Non-mobile device
A47174,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
D4A148,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
D065CA,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
8CEBC6,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
B808D7,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
FCF152,Sony Corporation,Non-mobile device
784476,Zioncom Electronics (Shenzhen) Ltd.,Non-mobile device
00183A,Westell Technologies Inc.,Non-mobile device
E89A8F,QUANTA COMPUTER INC.,Non-mobile device
001B24,QUANTA COMPUTER INC.,Non-mobile device
CC52AF,"Universal Global Scientific Industrial Co., Ltd.",Non-mobile device
001A6B,"Universal Global Scientific Industrial Co., Ltd.",Non-mobile device
00DD0A,UNGERMANN-BASS INC.,Non-mobile device
00039D,Qisda Corporation,Non-mobile device
000B0E,Trapeze Networks,Non-mobile device
002318,Toshiba,Non-mobile device
E89D87,Toshiba,Non-mobile device
E8E0B7,Toshiba,Non-mobile device
001428,Vocollect Inc,Non-mobile device
006B9E,"Vizio, Inc",Non-mobile device
0024FF,QLogic Corporation,Non-mobile device
00A0C6,Qualcomm Inc.,Non-mobile device
ECAAA0,PEGATRON CORPORATION,Non-mobile device
E8886C,"Shenzhen SC Technologies Co.,LTD",Non-mobile device
DC35F1,Positivo InformÃ¡tica SA.,Non-mobile device
EC6881,Palo Alto Networks,Non-mobile device
44334C,"Shenzhen Bilian electronic CO.,LTD",Non-mobile device
D84FB8,LG ELECTRONICS,Mobile phone
9C220E,TASCAN Systems GmbH,Non-mobile device
0CA402,Alcatel-Lucent IPD,Mobile phone
00164D,Alcatel-Lucent IPD,Mobile phone
FCFAF7,"Shanghai Baud Data Communication Co.,Ltd.",Non-mobile device
C8E776,PTCOM Technology,Non-mobile device
70F8E7,IEEE Registration Authority,Non-mobile device
949AA9,Microsoft Corporation,Non-mobile device
C4084A,Nokia,Mobile phone
0C54B9,Nokia,Mobile phone
8C90D3,Nokia,Mobile phone
34AA99,Nokia,Mobile phone
F8633F,Intel Corporate,Non-mobile device
088620,TECNO MOBILE LIMITED,Mobile phone
A42983,Boeing Defence Australia,Non-mobile device
702E22,zte corporation,Mobile phone
0023B9, Airbus Defence and Space Deutschland GmbH,Non-mobile device
B0C128,Adler ELREHA GmbH,Non-mobile device
C8F946,LOCOSYS Technology Inc.,Non-mobile device
2047ED,BSkyB Ltd,Non-mobile device
D41D71,Palo Alto Networks,Non-mobile device
5C2443,"O-Sung Telecom Co., Ltd.",Non-mobile device
1861C7,lemonbeat GmbH,Non-mobile device
9CDC71,Hewlett Packard Enterprise,Non-mobile device
240D65,"Shenzhen Vsun Communication Technology Co., Ltd.",Non-mobile device
D8452B,Integrated Device Technology (Malaysia) Sdn. Bhd.,Non-mobile device
C8028F,"Nova Electronics (Shanghai) Co., Ltd.",Non-mobile device
60EFC6,Shenzhen Chima Technologies Co Limited,Non-mobile device
502B73,"Tenda Technology Co.,Ltd.Dongguan branch",Non-mobile device
20DBAB,"Samsung Electronics Co., Ltd.",Mobile phone
000DF0,QCOM TECHNOLOGY INC.,Non-mobile device
5C9960,"Samsung Electronics Co.,Ltd",Mobile phone
0080FB,BVM LIMITED,Non-mobile device
002722,Ubiquiti Networks Inc.,Non-mobile device
687251,Ubiquiti Networks Inc.,Non-mobile device
B4FBE4,Ubiquiti Networks Inc.,Non-mobile device
188B15,"ShenZhen ZhongRuiJing Technology co.,LTD",Non-mobile device
E02CF3,MRS Electronic GmbH,Non-mobile device
F41F88,zte corporation,Mobile phone
D816C1,DEWAV (HK) ELECTRONICS LIMITED,Non-mobile device
7CCC1F,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD",Non-mobile device
C0854C,Ragentek Technology Group,Non-mobile device
00FD45,Hewlett Packard Enterprise,Non-mobile device
9C83BF,"PRO-VISION, Inc.",Non-mobile device
9C13AB,"Chanson Water Co., Ltd.",Non-mobile device
883C1C,MERCURY CORPORATION,Non-mobile device
